ポジション,属性,パラメータ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,フォーカスDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,寺川 巌,1,火,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
85,寺川 巌,2,火,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
87,藤丸 啓,1,林,MF,130.2,141.4,137.2,113.4,114.8,105,126,,,,,,,,,,,,,,,,0,866,271,343,315.5,227,240,239,988,,,,,,,,,,,
87,藤丸 啓,2,林,MF,130.2,141.4,137.2,113.4,114.8,105,126,,,,,,,,,,,,,,,,0,866,271,343,315.5,227,240,239,988,,,,,,,,,,,
89,山郷 暴,1,火,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
89,山郷 暴,2,火,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
91,山岸 迫,1,風,FW,159.6,151.2,137.2,113.4,109.2,109.2,120.4,,,,,,,,,,,,,,,,0,898,310,367.5,311.5,222,229,233,989,,,,,,,,,,,
91,山岸 迫,2,風,FW,159.6,151.2,137.2,113.4,109.2,109.2,120.4,,,,,,,,,,,,,,,,0,898,310,367.5,311.5,222,229,233,989,,,,,,,,,,,
93,大部 信,1,林,MF,130.2,141.4,137.2,113.4,114.8,105,126,,,,,,,,,,,,,,,,0,866,271,343,315.5,227,240,239,988,,,,,,,,,,,
93,大部 信,2,林,MF,130.2,141.4,137.2,113.4,114.8,105,126,,,,,,,,,,,,,,,,0,866,271,343,315.5,227,240,239,988,,,,,,,,,,,
95,下鶴 改,1,火,FW,159.6,151.2,137.2,113.4,109.2,109.2,120.4,,,,,,,,,,,,,,,,0,898,310,367.5,311.5,222,229,233,989,,,,,,,,,,,
95,下鶴 改,2,火,FW,159.6,151.2,137.2,113.4,109.2,109.2,120.4,,,,,,,,,,,,,,,,0,898,310,367.5,311.5,222,229,233,989,,,,,,,,,,,
96,下鶴 改,1,火,FW,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
96,下鶴 改,2,火,FW,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
97,真下 乏,1,林,GK,110.6,120.4,113.4,123.2,133,141.4,120.4,,,,,,,,,,,,,,,,0,860,230,288,303.5,256,253,243,1209,,,,,,,,,,,
97,真下 乏,2,林,GK,110.6,120.4,113.4,123.2,133,141.4,120.4,,,,,,,,,,,,,,,,0,860,230,288,303.5,256,253,243,1209,,,,,,,,,,,
99,都築 静,1,風,MF,130.2,141.4,137.2,113.4,114.8,105,126,,,,,,,,,,,,,,,,0,866,271,343,315.5,227,240,239,988,,,,,,,,,,,
99,都築 静,2,風,MF,130.2,141.4,137.2,113.4,114.8,105,126,,,,,,,,,,,,,,,,0,866,271,343,315.5,227,240,239,988,,,,,,,,,,,
101,平生 仁,1,山,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
101,平生 仁,2,山,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
103,長友 喪,1,火,FW,145.6,141.4,127.4,113.4,109.2,105,126,,,,,,,,,,,,,,,,0,866,286,340.5,305.5,222,235,239,973,,,,,,,,,,,
103,長友 喪,2,火,FW,145.6,141.4,127.4,113.4,109.2,105,126,,,,,,,,,,,,,,,,0,866,286,340.5,305.5,222,235,239,973,,,,,,,,,,,
104,水淵 無,1,林,DF,110.6,116.2,117.6,127.4,133,113.4,145.6,,,,,,,,,,,,,,,,0,861,226,288,318.5,260,278,272,1105,,,,,,,,,,,
104,水淵 無,2,林,DF,110.6,116.2,117.6,127.4,133,113.4,145.6,,,,,,,,,,,,,,,,0,861,226,288,318.5,260,278,272,1105,,,,,,,,,,,
106,富山 新一郎,1,林,MF,130.2,141.4,137.2,113.4,114.8,105,126,,,,,,,,,,,,,,,,0,866,271,343,315.5,227,240,239,988,,,,,,,,,,,
106,富山 新一郎,2,林,MF,130.2,141.4,137.2,113.4,114.8,105,126,,,,,,,,,,,,,,,,0,866,271,343,315.5,227,240,239,988,,,,,,,,,,,
107,相戸留 捜,1,山,GK,116.2,126,117.6,127.4,138.6,145.6,126,,,,,,,,,,,,,,,,0,895,242,301,315.5,265,264,253,1248,,,,,,,,,,,
107,相戸留 捜,2,山,GK,116.2,126,117.6,127.4,138.6,145.6,126,,,,,,,,,,,,,,,,0,895,242,301,315.5,265,264,253,1248,,,,,,,,,,,
108,線路 鉄雄,1,火,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
108,線路 鉄雄,2,火,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
109,野部流 来人,1,林,MF,130.2,141.4,137.2,113.4,114.8,105,126,,,,,,,,,,,,,,,,0,866,271,343,315.5,227,240,239,988,,,,,,,,,,,
109,野部流 来人,2,林,MF,130.2,141.4,137.2,113.4,114.8,105,126,,,,,,,,,,,,,,,,0,866,271,343,315.5,227,240,239,988,,,,,,,,,,,
110,無敵 英雄,1,火,MF,130.2,151.2,152.6,113.4,109.2,109.2,135.8,,,,,,,,,,,,,,,,0,899,281,368,341.5,222,244,248,989,,,,,,,,,,,
110,無敵 英雄,2,火,MF,130.2,151.2,152.6,113.4,109.2,109.2,135.8,,,,,,,,,,,,,,,,0,899,281,368,341.5,222,244,248,989,,,,,,,,,,,
111,仮沢 装,1,山,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
111,仮沢 装,2,山,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
112,御良 一輝,1,林,FW,145.6,141.4,127.4,113.4,109.2,105,126,,,,,,,,,,,,,,,,0,866,286,340.5,305.5,222,235,239,973,,,,,,,,,,,
112,御良 一輝,2,林,FW,145.6,141.4,127.4,113.4,109.2,105,126,,,,,,,,,,,,,,,,0,866,286,340.5,305.5,222,235,239,973,,,,,,,,,,,
113,自作 派流,1,風,FW,145.6,141.4,127.4,113.4,109.2,105,126,,,,,,,,,,,,,,,,0,866,286,340.5,305.5,222,235,239,973,,,,,,,,,,,
113,自作 派流,2,風,FW,145.6,141.4,127.4,113.4,109.2,105,126,,,,,,,,,,,,,,,,0,866,286,340.5,305.5,222,235,239,973,,,,,,,,,,,
114,呂簿 合機,1,風,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
114,呂簿 合機,2,風,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
115,芸夢 好武,1,火,FW,145.6,141.4,127.4,113.4,109.2,105,126,,,,,,,,,,,,,,,,0,866,286,340.5,305.5,222,235,239,973,,,,,,,,,,,
115,芸夢 好武,2,火,FW,145.6,141.4,127.4,113.4,109.2,105,126,,,,,,,,,,,,,,,,0,866,286,340.5,305.5,222,235,239,973,,,,,,,,,,,
116,漫画 萌,1,風,FW,159.6,151.2,137.2,113.4,109.2,109.2,120.4,,,,,,,,,,,,,,,,0,898,310,367.5,311.5,222,229,233,989,,,,,,,,,,,
116,漫画 萌,2,風,FW,159.6,151.2,137.2,113.4,109.2,109.2,120.4,,,,,,,,,,,,,,,,0,898,310,367.5,311.5,222,229,233,989,,,,,,,,,,,
117,明井戸 達人,1,林,FW,154,145.6,133,107.8,105,105,116.2,,,,,,,,,,,,,,,,0,865,299,355,301.5,212,221,223,949,,,,,,,,,,,
117,明井戸 達人,2,林,FW,154,145.6,133,107.8,105,105,116.2,,,,,,,,,,,,,,,,0,865,299,355,301.5,212,221,223,949,,,,,,,,,,,
118,木内 努,1,風,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
118,木内 努,2,風,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
119,造形 製雄,1,山,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
119,造形 製雄,2,山,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
120,闘馬 草太,1,火,GK,110.6,120.4,113.4,127.4,133,137.2,120.4,,,,,,,,,,,,,,,,0,860,230,288,301.5,260,253,247,1201,,,,,,,,,,,
120,闘馬 草太,2,火,GK,110.6,120.4,113.4,127.4,133,137.2,120.4,,,,,,,,,,,,,,,,0,860,230,288,301.5,260,253,247,1201,,,,,,,,,,,
121,声模 索太,1,風,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
121,声模 索太,2,風,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
122,熱斗 探李,1,林,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
122,熱斗 探李,2,林,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
123,真二屋 才人,1,山,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
123,真二屋 才人,2,山,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
124,明童 芽衣奈,1,林,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
124,明童 芽衣奈,2,林,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
125,百地 三太,1,林,GK,110.6,120.4,113.4,123.2,133,141.4,120.4,,,,,,,,,,,,,,,,0,860,230,288,303.5,256,253,243,1209,,,,,,,,,,,
125,百地 三太,2,林,GK,110.6,120.4,113.4,123.2,133,141.4,120.4,,,,,,,,,,,,,,,,0,860,230,288,303.5,256,253,243,1209,,,,,,,,,,,
126,藤林 長門,1,山,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
126,藤林 長門,2,山,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
127,高坂 仁,1,風,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
127,高坂 仁,2,風,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
128,児雷也 蟇助,1,山,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
128,児雷也 蟇助,2,山,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
129,石川 五衛太,1,火,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
129,石川 五衛太,2,火,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
130,風魔 小平太,1,山,MF,135.8,145.6,142.8,117.6,119,109.2,130.2,,,,,,,,,,,,,,,,0,897,280,354.5,326.5,236,249,247,1027,,,,,,,,,,,
130,風魔 小平太,2,山,MF,135.8,145.6,142.8,117.6,119,109.2,130.2,,,,,,,,,,,,,,,,0,897,280,354.5,326.5,236,249,247,1027,,,,,,,,,,,
131,甲賀 幻,1,風,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
131,甲賀 幻,2,風,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
132,猿飛 佐之助,1,風,MF,130.2,141.4,137.2,113.4,114.8,105,126,,,,,,,,,,,,,,,,0,866,271,343,315.5,227,240,239,988,,,,,,,,,,,
132,猿飛 佐之助,2,風,MF,130.2,141.4,137.2,113.4,114.8,105,126,,,,,,,,,,,,,,,,0,866,271,343,315.5,227,240,239,988,,,,,,,,,,,
133,柳生 十郎,1,林,FW,154,145.6,133,107.8,105,105,116.2,,,,,,,,,,,,,,,,0,865,299,355,301.5,212,221,223,949,,,,,,,,,,,
133,柳生 十郎,2,林,FW,154,145.6,133,107.8,105,105,116.2,,,,,,,,,,,,,,,,0,865,299,355,301.5,212,221,223,949,,,,,,,,,,,
134,初鳥 伴三,1,林,MF,135.8,145.6,142.8,117.6,119,109.2,130.2,,,,,,,,,,,,,,,,0,897,280,354.5,326.5,236,249,247,1027,,,,,,,,,,,
134,初鳥 伴三,2,林,MF,135.8,145.6,142.8,117.6,119,109.2,130.2,,,,,,,,,,,,,,,,0,897,280,354.5,326.5,236,249,247,1027,,,,,,,,,,,
135,霧隠 才次,1,火,FW,159.6,151.2,137.2,113.4,109.2,109.2,120.4,,,,,,,,,,,,,,,,0,898,310,367.5,311.5,222,229,233,989,,,,,,,,,,,
135,霧隠 才次,2,火,FW,159.6,151.2,137.2,113.4,109.2,109.2,120.4,,,,,,,,,,,,,,,,0,898,310,367.5,311.5,222,229,233,989,,,,,,,,,,,
136,鉢屋 也三郎,1,風,FW,154,145.6,133,107.8,105,105,116.2,,,,,,,,,,,,,,,,0,865,299,355,301.5,212,221,223,949,,,,,,,,,,,
136,鉢屋 也三郎,2,風,FW,154,145.6,133,107.8,105,105,116.2,,,,,,,,,,,,,,,,0,865,299,355,301.5,212,221,223,949,,,,,,,,,,,
137,加藤 段,1,山,DF,110.6,116.2,117.6,127.4,133,113.4,145.6,,,,,,,,,,,,,,,,0,861,226,288,318.5,260,278,272,1105,,,,,,,,,,,
137,加藤 段,2,山,DF,110.6,116.2,117.6,127.4,133,113.4,145.6,,,,,,,,,,,,,,,,0,861,226,288,318.5,260,278,272,1105,,,,,,,,,,,
138,出浦 清盛,1,林,MF,130.2,141.4,137.2,113.4,114.8,105,126,,,,,,,,,,,,,,,,0,866,271,343,315.5,227,240,239,988,,,,,,,,,,,
138,出浦 清盛,2,林,MF,130.2,141.4,137.2,113.4,114.8,105,126,,,,,,,,,,,,,,,,0,866,271,343,315.5,227,240,239,988,,,,,,,,,,,
139,滝川 一馬,1,風,MF,130.2,141.4,137.2,113.4,114.8,105,126,,,,,,,,,,,,,,,,0,866,271,343,315.5,227,240,239,988,,,,,,,,,,,
139,滝川 一馬,2,風,MF,130.2,141.4,137.2,113.4,114.8,105,126,,,,,,,,,,,,,,,,0,866,271,343,315.5,227,240,239,988,,,,,,,,,,,
140,城戸 弥門,1,風,GK,110.6,120.4,113.4,123.2,133,141.4,120.4,,,,,,,,,,,,,,,,0,860,230,288,303.5,256,253,243,1209,,,,,,,,,,,
140,城戸 弥門,2,風,GK,110.6,120.4,113.4,123.2,133,141.4,120.4,,,,,,,,,,,,,,,,0,860,230,288,303.5,256,253,243,1209,,,,,,,,,,,
141,伊賀島 仙一,1,火,MF,130.2,141.4,137.2,113.4,114.8,105,126,,,,,,,,,,,,,,,,0,866,271,343,315.5,227,240,239,988,,,,,,,,,,,
141,伊賀島 仙一,2,火,MF,130.2,141.4,137.2,113.4,114.8,105,126,,,,,,,,,,,,,,,,0,866,271,343,315.5,227,240,239,988,,,,,,,,,,,
142,綾野 勇一,1,火,GK,116.2,126,117.6,133,138.6,141.4,126,,,,,,,,,,,,,,,,0,897,242,301,313.5,271,264,259,1244,,,,,,,,,,,
142,綾野 勇一,2,火,GK,116.2,126,117.6,133,138.6,141.4,126,,,,,,,,,,,,,,,,0,897,242,301,313.5,271,264,259,1244,,,,,,,,,,,
143,炭野 詠輔,1,山,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
143,炭野 詠輔,2,山,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
144,芹沢 和憲,1,林,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
144,芹沢 和憲,2,林,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
145,牧谷 寛,1,山,DF,110.6,116.2,117.6,127.4,133,113.4,145.6,,,,,,,,,,,,,,,,0,861,226,288,318.5,260,278,272,1105,,,,,,,,,,,
145,牧谷 寛,2,山,DF,110.6,116.2,117.6,127.4,133,113.4,145.6,,,,,,,,,,,,,,,,0,861,226,288,318.5,260,278,272,1105,,,,,,,,,,,
146,塩谷 ヒロ,1,火,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
146,塩谷 ヒロ,2,火,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
147,山根 羊,1,山,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
147,山根 羊,2,山,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
148,育井 庄児,1,林,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
148,育井 庄児,2,林,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
149,大鯉 昇,1,火,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
149,大鯉 昇,2,火,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
150,原野 徹,1,山,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
150,原野 徹,2,山,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
151,根上 大地,1,風,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
151,根上 大地,2,風,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
152,田主丸 茂樹,1,林,FW,154,145.6,133,107.8,105,105,116.2,,,,,,,,,,,,,,,,0,865,299,355,301.5,212,221,223,949,,,,,,,,,,,
152,田主丸 茂樹,2,林,FW,154,145.6,133,107.8,105,105,116.2,,,,,,,,,,,,,,,,0,865,299,355,301.5,212,221,223,949,,,,,,,,,,,
153,草生 久志,1,山,GK,110.6,120.4,113.4,123.2,133,141.4,120.4,,,,,,,,,,,,,,,,0,860,230,288,303.5,256,253,243,1209,,,,,,,,,,,
153,草生 久志,2,山,GK,110.6,120.4,113.4,123.2,133,141.4,120.4,,,,,,,,,,,,,,,,0,860,230,288,303.5,256,253,243,1209,,,,,,,,,,,
154,米山 植人,1,山,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
154,米山 植人,2,山,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
155,犬飼 茂樹,1,風,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
155,犬飼 茂樹,2,風,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
156,福井 咲平,1,林,DF,110.6,116.2,117.6,127.4,133,113.4,145.6,,,,,,,,,,,,,,,,0,861,226,288,318.5,260,278,272,1105,,,,,,,,,,,
156,福井 咲平,2,林,DF,110.6,116.2,117.6,127.4,133,113.4,145.6,,,,,,,,,,,,,,,,0,861,226,288,318.5,260,278,272,1105,,,,,,,,,,,
157,富士 地洋,1,風,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
157,富士 地洋,2,風,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
158,新野 亀吉,1,風,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
158,新野 亀吉,2,風,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
159,軟山 弱,1,火,GK,110.6,120.4,113.4,123.2,133,141.4,120.4,,,,,,,,,,,,,,,,0,860,230,288,303.5,256,253,243,1209,,,,,,,,,,,
159,軟山 弱,2,火,GK,110.6,120.4,113.4,123.2,133,141.4,120.4,,,,,,,,,,,,,,,,0,860,230,288,303.5,256,253,243,1209,,,,,,,,,,,
160,西垣 守,1,火,DF,110.6,116.2,113.4,137.2,142.8,119,159.6,,,,,,,,,,,,,,,,0,896,226,284,331.5,279,301,296,1176,,,,,,,,,,,
160,西垣 守,2,火,DF,110.6,116.2,113.4,137.2,142.8,119,159.6,,,,,,,,,,,,,,,,0,896,226,284,331.5,279,301,296,1176,,,,,,,,,,,
161,女川 映日,1,林,DF,110.6,116.2,113.4,137.2,142.8,119,159.6,,,,,,,,,,,,,,,,0,896,226,284,331.5,279,301,296,1176,,,,,,,,,,,
161,女川 映日,2,林,DF,110.6,116.2,113.4,137.2,142.8,119,159.6,,,,,,,,,,,,,,,,0,896,226,284,331.5,279,301,296,1176,,,,,,,,,,,
162,光宗 団,1,林,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
162,光宗 団,2,林,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
163,黒部 立樹,1,山,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
163,黒部 立樹,2,山,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
164,跳山 段,1,風,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
164,跳山 段,2,風,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
165,屋形 直人,1,林,MF,130.2,151.2,152.6,113.4,109.2,109.2,135.8,,,,,,,,,,,,,,,,0,899,281,368,341.5,222,244,248,989,,,,,,,,,,,
165,屋形 直人,2,林,MF,130.2,151.2,152.6,113.4,109.2,109.2,135.8,,,,,,,,,,,,,,,,0,899,281,368,341.5,222,244,248,989,,,,,,,,,,,
166,茂木 沙樹都,1,林,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
166,茂木 沙樹都,2,林,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
167,武方 勝,1,火,FW,159.6,151.2,137.2,113.4,109.2,109.2,120.4,,,,,,,,,,,,,,,,0,898,310,367.5,311.5,222,229,233,989,,,,,,,,,,,
167,武方 勝,2,火,FW,159.6,151.2,137.2,113.4,109.2,109.2,120.4,,,,,,,,,,,,,,,,0,898,310,367.5,311.5,222,229,233,989,,,,,,,,,,,
168,武方 友,1,風,FW,159.6,151.2,137.2,113.4,109.2,109.2,120.4,,,,,,,,,,,,,,,,0,898,310,367.5,311.5,222,229,233,989,,,,,,,,,,,
168,武方 友,2,風,FW,159.6,151.2,137.2,113.4,109.2,109.2,120.4,,,,,,,,,,,,,,,,0,898,310,367.5,311.5,222,229,233,989,,,,,,,,,,,
169,武方 努,1,山,FW,159.6,151.2,137.2,113.4,109.2,109.2,120.4,,,,,,,,,,,,,,,,0,898,310,367.5,311.5,222,229,233,989,,,,,,,,,,,
169,武方 努,2,山,FW,159.6,151.2,137.2,113.4,109.2,109.2,120.4,,,,,,,,,,,,,,,,0,898,310,367.5,311.5,222,229,233,989,,,,,,,,,,,
170,段堂 正憲,1,林,GK,110.6,120.4,113.4,123.2,133,141.4,120.4,,,,,,,,,,,,,,,,0,860,230,288,303.5,256,253,243,1209,,,,,,,,,,,
170,段堂 正憲,2,林,GK,110.6,120.4,113.4,123.2,133,141.4,120.4,,,,,,,,,,,,,,,,0,860,230,288,303.5,256,253,243,1209,,,,,,,,,,,
171,深沢 念司,1,山,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
171,深沢 念司,2,山,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
172,守野 優一,1,林,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
172,守野 優一,2,林,MF,126,145.6,147,107.8,105,105,130.2,,,,,,,,,,,,,,,,0,865,271,355,329.5,212,235,237,949,,,,,,,,,,,
173,中井 陽介,1,山,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
173,中井 陽介,2,山,DF,106.4,110.6,107.8,133,138.6,113.4,154,,,,,,,,,,,,,,,,0,861,216,270,317.5,271,292,287,1132,,,,,,,,,,,
